id,course_code,course_title
1564,HUMBEHV 3D03,Applied Behavioural Analysis (ABA) II
1565,HUMBEHV 3E06 ,Behavioural Skill Building
1566,HUMBEHV 3F03,Ethics and Professionalism
1567,HUMBEHV 3FP9 ,Field Placement II
1568,HUMBEHV 3FS3 ,Field Placement II Seminar
1569,HUMBEHV 3G03,Specialized Instructional Strategies (SIS) II
1570,HUMBEHV 3H03,Working with Families and Teams
1571,HUMBEHV 3IP3 ,Inquiry Project
1572,HUMBEHV 3MD3,Research Methods for Applied Psychology in Human Behaviour
1573,HUMBEHV 3O03,Curriculum Theory and Approaches
1574,HUMBEHV 3P03,Learning Environment II
1575,HUMBEHV 3Q03,"Health, Safety & Nutrition"
1576,HUMBEHV 3RS3,ABA Research Designs
1577,HUMBEHV 3ST3,Statistics for Applied Psychology in Human Behaviour
1578,HUMBEHV 3XP6 ,ECS Practicum II
1579,HUMBEHV 3XS3 ,Theory to Practice I and II
1580,HUMBEHV 4CB3,Treating Challenging Behaviour II
1581,HUMBEHV 4HB3,Seminar in Applied Psychology
1582,HUMBEHV 4HC3,Seminar in Applied Psychology
1583,HUMBEHV 4HD3,Advanced Seminar in Personality Development
1584,HUMBEHV 4HE3,Advanced Seminar in Applied Lifespan & Developmental Psychology
1585,HUMBEHV 4HF3,Advanced Seminar in Applied Social Psychology
1586,HUMBEHV 4HG3,Advanced Seminar in Mental Health
1587,HUMBEHV 4I03,Parent and Staff Training
1588,HUMBEHV 4IP3 ,Senior Inquiry Project
1589,HUMBEHV 4J03,Transition Planning and Implementation
1590,HUMBEHV 4N03,Principles of Ethical Practice
1591,HUMBEHV 4RP6 ,Independent Research Project
1592,HUMBEHV 4SC6 ,Science Communication in the Behavioural Sciences
1593,HUMBEHV 4U03,Inclusion in the ECE Classroom
1594,HUMBEHV 4V12 ,ECS Practicum III
1595,HUMBEHV 4VS3 ,Theory to Practice III
1596,HUMBEHV 4W03,Supervision for Leadership and Quality
1597,HUMAN 1DL3,Digital Literacy for the Humanities
1598,HUMAN 1HL3,Humanities for Life: The Value of a Humanities Degree
1599,HUMAN 1VV3,Voice and Vision: Words to Change the World
1600,HUMAN 2AR1,Adaptability and Resiliency
1601,HUMAN 2CP3,Humanities Career Planning and Development
1602,HUMAN 2DH3,"Creative, Collaborative, Critical: Approaches to Digital Scholarship"
1603,HUMAN 2DU1,Diversity and Intercultural Understanding
1604,HUMAN 2IC1,Social Change and Innovation
1605,HUMAN 2PS1,Problem Solving
1606,HUMAN 2TC1,Teamwork and Collaboration
1607,HUMAN 3CL3,Community Leadership at McMaster
1608,HUMAN 3CM3,Leadership: Cross-Cultural Mentoring Lab
1609,HUMAN 3IF0 ,Full-time Internship
1610,HUMAN 3IF1 ,Full-time Internship
1611,HUMAN 3IP0 ,Part-time Internship
1612,HUMAN 3IP1 ,Part-time Internship
1613,HUMAN 3LM3,Foundations of Ethical Leadership
1614,HUMAN 3W03 ,Applied Humanities I
1615,HUMAN 4CM3,Cross-cultural Mentoring and Coaching Practicum
1616,HUMAN 4LC3,Major Leadership Project: Theory and Practice
1617,HUMAN 4RM3,Boundaries and Bridges: Relationship Skills for Effective Leaders
1618,HUMAN 4SI3,Innovation for Social Impact
1619,HUMAN 4W03 ,Applied Humanities II
1620,HUMAN 4WL3 ,Wilson Leadership Scholar Capstone
1621,IBH 1AA3,Financial Accounting
1622,IBH 1AB3,Perspectives on Canadian Business
1623,IBH 1AC3,Introduction to Language and Society
1624,IBH 1AD3,IBH in the Community
1625,IBH 1BA3,Organizational Behaviour
1626,IBH 1BB3,Insight and Inquiry: Questions to Change the World
1627,IBH 1BC3,Fundamentals of Ethics
1628,IBH 1BD3,Introduction to Peace Studies for IBH
1629,IBH 1LD0,Leadership Development - Self Awareness
1630,IBH 2AA3,Introduction to Marketing
1631,IBH 2AB3,Information Systems in Management
1632,IBH 2AC3,Talent Management
1633,IBH 2AD3,Statistical Data Analysis
1634,IBH 2AE3,Critical Thinking
1635,IBH 2AF3,Global Business Experience
1636,IBH 2BA3,Managerial Accounting
1637,IBH 2BB3,Introduction to Finance
1638,IBH 2BD3,Moral Issues
1639,IBH 2BF3,History of Capitalism
1640,IBH 2LD0 ,Leadership Development - Leadership Emergence
1641,IBH 3AA3,Relationship Management
1642,IBH 3AB3,Applied Marketing Management
1643,IBH 3AC3,Corporate Finance
1644,IBH 3AD3,Cross-Cultural Communication
1645,IBH 3BA3,Understanding Entrepreneurship and Social Entrepreneurship From a Historical and Theoretical Lens
1646,IBH 3BB3,Organizational Strategy
1647,IBH 3BC3,"Poverty, Privilege and Protest in Canadian History"
1648,IBH 3BD3,Interpersonal Communication
1649,IBH 3BE3,Operations Management
1650,IBH 3LD0 ,Leadership Development - Leadership Effectiveness
1651,IBH 4AA3,Critical Seeing
1652,IBH 4CE3,Community Engagement Capstone
1653,IBH 4LD3,Leadership Development - Leadership Capstone
1654,IBH 4SE3,Social Entrepreneurship Capstone
1655,INDIGST 1A03,Introduction to Indigenous Studies
1656,INDIGST 1AA3,Introduction to Contemporary Indigenous Studies
1657,INDIGST 1B03,Reconciling What? Indigenous Relations in Canada
1658,INDIGST 2A03,Indigenous Peoples’ Spirituality
1659,INDIGST 2B03,History of Indigenous Peoples’ Sovereignty
1660,INDIGST 2BB3,Contemporary Indigenous Knowledge and Societies
1661,INDIGST 2C03,Current Issues in Indigenous Studies: Selected Topics
1662,INDIGST 2D03,Traditional Indigenous Ecological Knowledge
1663,INDIGST 2F03,Residential Schools in Canada: History and Impact
1664,INDIGST 2G03,Indigenous Perspectives on Peace and Conflict
1665,INDIGST 2H03,Indigenous Celebrity
1666,INDIGST 2J03,Indigenous Experiential Education
1667,INDIGST 2K03,Indigenous Futurisms and Wonderworks
1668,INDIGST 2M03,Indigenous Research Methods and Ethics
1669,INDIGST 2MM3,Indigenous Ways of Knowing: Theory
1670,INDIGST 2U03,Indigenous Textiles and Design
1671,INDIGST 3C03,Study of Haudenosaunee First Nations in Contemporary Times
1672,INDIGST 3CC3,Contemporary Indigenous Societies: Selected Topics
1673,INDIGST 3D03,Contemporary Native Literature in Canada
1674,INDIGST 3E03,Contemporary Native Literature in the United States
1675,INDIGST 3EE3,Indigenous Film
1676,INDIGST 3EN3,Northern Environments and Societies
1677,INDIGST 3F03,Indigenous Art and Visual Culture in Canada
1678,INDIGST 3G03,Indigenous Creative Arts and Drama: Selected Topics
1679,INDIGST 3H03,Indigenous Medicine I: Philosophy
1680,INDIGST 3HH3,Indigenous Medicine II: Practical
1681,INDIGST 3J03,Government and Politics of Indigenous People
1682,INDIGST 3K03,Indigenous Human Rights
1683,INDIGST 3L03,Indigenous Independent Study
1684,INDIGST 3N03,"Indigenous Women: Land, Rights, and Politics"
1685,INDIGST 3P03,"Haudenosaunee Health, Diet and Traditional Botany"
1686,INDIGST 3Q03,Histories of Indigenous Sport and Recreation
1687,INDIGST 3R03,Ogweho:weh Experiential Land-Based Learning
1688,INDIGST 3S03,Other-than-Human Worlds and Relations
1689,INDIGST 3T03,"Haudenosaunee Oral Traditions, Narrative and Culture"
1690,INDIGST 3VV3,The Indian Act: A Social Problem
1691,INDIGST 3Y03,Indigenous Community Health and Wellbeing
1692,INDIGST 4A03,Storytelling and Environmental Conservation
1693,INDIGST 4B03,Indigenous Literary Governance and Resistance
1694,INDIGST 4C03,Contemporary Indigenous Societies and Issues: Selected Topics
1695,INDIGST 4D03,Indigenous Critical Theory and Inquiry
1696,INDIGST 4G03,Indigenous Genocide
1697,INDIGST 4HH3,Indigenous Health and Interdisciplinary Approaches
1698,INDIGST 4IW3,Twenty-First Century Indigenous Writing and Film
1699,INDIGST 4J03,Indigenous Erotics
1700,INDIGST 4L03,Indigenous Community Research Experience
1701,INDIGST 4LF3,Diné and Dene Literature and Film
1702,INDIGST 4RI3,Colonialism and Resistance in Representations of Indigenous Womanhood
1703,INDIGST 4T06 ,Honours Thesis
1704,INNOVATE 1X03,The World of Entrepreneurship
1705,INNOVATE 1Z03,Artificial Intelligence - Innovative Technologies
1706,INNOVATE 2SI3,Social Innovations
1707,INNOVATE 2X03,Lean Startup
1708,INNOVATE 2Z03,Sprint Methodologies
1709,INNOVATE 3EX3,Experiential Learning in Innovation
1710,INNOVATE 3X03,"Persuasion, Pitching Skills and Marketing"
1711,INNOVATE 3Z03,From Founder to CEO
1712,INNOVATE 3ZZ3,Imagining and Navigating the Future
1713,INNOVATE 4EX6 ,Founders Startup
1714,INNOVATE 4EX6 ,Founders Startup
1715,INSPIRE 1A03,Multidisciplinary Experiential Learning Opportunities
1716,INSPIRE 1PL3,Personal Leadership Through University Transition
1717,INSPIRE 2GS3,Global Questions in Sustainability
1718,INSPIRE 2II3,Introduction to Interdisciplinary Inquiry
1719,INSPIRE 3AR3,Exploring Leadership in Athletics & Recreation
1720,INSPIRE 3AS3,Language and Communication in Autism Spectrum Disorder
1721,INSPIRE 3EL3,Experiential Learning Opportunities
1722,INSPIRE 3IE1,Interdisciplinary Experiences
1723,INSPIRE 3II3,Interdisciplinary Inquiry
1724,INSPIRE 3MP3,A World of Big Questions and Multiple Perspectives
1725,INSPIRE 3TU3,History of You
1726,INSPIRE 3WW3,Exploring Leadership in University Orientation
1727,IARTS 1BD3,2D Practices in Art
1728,IARTS 1CR3,Performance: Body and Voice
1729,IARTS 1HA3,Introduction to Histories of the Arts
1730,IARTS 1PA3,"Perspectives A: Arts in Society: Social Constructions of Class, Race and Gender"
1731,IARTS 1PB3,Perspectives B: Arts in Society: Technology and the Environment
1732,IARTS 1RP3,Project Production 1
1733,IARTS 1RR3,Project Development 1
1734,IARTS 1SS3,3D Practices in Art
1735,IARTS 1T03,"Theatre, Performance, and Society"
1736,IARTS 2AD3,Acting as Devising I
1737,IARTS 2AS3,"Performance, Art and Visual Culture in East and South Asia"
1738,IARTS 2BB3,Designing for Devised Performance
1739,IARTS 2CC3,"Performance, Art, and Visual Culture in Canada"
1740,IARTS 2CD3,Contemporary Approaches to Drawing Practices
1741,IARTS 2CP3,Introduction to Critical Curatorial Perspectives
1742,IARTS 2DE3,Devised Performance Processes
1743,IARTS 2DP3,Digital Practices
1744,IARTS 2EP3,3D and Expanded Practices
1745,IARTS 2ER3,Environmentally Responsible Art
1746,IARTS 2FA3,Film Analysis
1747,IARTS 2ME3,"Performance, Art, and Visual Culture in the Middle East"
1748,IARTS 2MM3,Movies and Me
1749,IARTS 2OP3,Organizing Performance Space
1750,IARTS 2PC3,Perspectives C: Arts in the Community
1751,IARTS 2PD3,Perspectives D: Arts Across Disciplines
1752,IARTS 2PM3,Contemporary Approaches to Print Media
1753,IARTS 2PP3,Contemporary Approaches to Painting Practices
1754,IARTS 2RP3,Project Production 2
1755,IARTS 2RR3,Project Development 2
1756,IARTS 2SP3,Contemporary Approaches to Sculpture Practices
1757,IARTS 2US3,Understanding Spatial Dynamics and Time in the Arts
1758,IARTS 3AA3,Modernist Theatre and Drama in Europe
1759,IARTS 3AD3,Acting as Devising II
1760,IARTS 3BA3,Book Arts and Zines
1761,IARTS 3CE3,Concentrated Study Ceramics
1762,IARTS 3CH3,Cinema History from WWII
1763,IARTS 3CW3,Colours of the World
1764,IARTS 3DA3,Arts and Spaces for Dwelling and Activities
1765,IARTS 3EA3,Social Practice and Community-Engaged Art
1766,IARTS 3EC3,Early Cinema History
1767,IARTS 3F03,Concentrated Study Foundry
1768,IARTS 3FI3,Fashion and Identity
1769,IARTS 3IA3,Indigenous Art and Visual Culture in Canada
1770,IARTS 3ID3,Integrated Media and Materiality: Installation and Performance
1771,IARTS 3IM3,Transdisciplinary and Hybrid Studio Practices
1772,IARTS 3IN3,Concentrated Study Intaglio
1773,IARTS 3LI3,Concentrated Study Lithography
1774,IARTS 3MP6,Devised Theatre Production
1775,IARTS 3ND3,New Direction in Painting and Drawing
1776,IARTS 3OE3,Field Work: On-Site Explorations
1777,IARTS 3PE3,"Perspectives E: Key Issues of Equity, Diversity, and Inclusion in the Arts"
1778,IARTS 3QA3,"Documentary, Politics and Social Change"
1779,IARTS 3RC6 ,Collaborative Project Development and Production
1780,IARTS 3RR3,"‘Cripping’ Performance: Deaf, Mad and Disabled Performance in Canada"
1781,IARTS 3SD3,Scripting Devised Performance
1782,IARTS 3SP6 ,Stage Design in Action
1783,IARTS 3SR3,Intercultural Arts Along the Silk Road
1784,IARTS 3TB3,Devised Theatre Production: Research and Development
1785,IARTS 3VS3,Visual Storytelling
1786,IARTS 4AD3,Acting as Devising III
1787,IARTS 4AE3,"Art, Climate, Justice and the Environment"
1788,IARTS 4AP3,"Contemporary Art Practices of Intervention, Performance, and Conceptual Art"
1789,IARTS 4C06 ,Thesis Project
1790,IARTS 4C12 ,Project Capstone Thesis
1791,IARTS 4CE3,Concentrated Study Ceramics
1792,IARTS 4CS6 ,Critical Curatorial Studies
1793,IARTS 4D03,"Theatre, Society and Early Cinema"
1794,IARTS 4DM3,Arts and Diasporic Migration
1795,IARTS 4F03,Concentrated Study Foundry
1796,IARTS 4IN3,Concentrated Study Intaglio
1797,IARTS 4LI3,Concentrated Study Lithography
1798,IARTS 4PF3,"Perspectives F: Key Issues of Equity, Diversity, and Inclusion in the Arts"
1799,IARTS 4SD3,Scripting Devised Performance
1800,IARTS 4Z03,Gender and the Textile Arts
1801,IBEHS 1EE0,Introduction to Career Planning & Employment
1802,IBEHS 1EP6 ,Entrepreneurship in Biomedical Innovation: From Bench to Market
1803,IBEHS 1HS0,Health Screening and Clinical Safety Training
1804,IBEHS 1P10 ,Health Solutions Design Projects I: Introduction to Engineering Fundamentals and Design
1805,IBEHS 2E03,Human-Centred Design
1806,IBEHS 2EC0,IBEHS Work Term
1807,IBEHS 2EE3,From Idea to Innovation
1808,IBEHS 2P03,Health Solutions Design Projects II: Introduction to Genetic Engineering
1809,IBEHS 3A03,Biomedical Signals and Systems
1810,IBEHS 3E03,Fundamentals of Business Strategy
1811,IBEHS 3EE3,Project Management
1812,IBEHS 3H03,Research Project
1813,IBEHS 3I06 ,Research Project
1814,IBEHS 3P04,Health Solutions Design Projects III: Analysis and Decision Making
1815,IBEHS 3S03,Statistical Methods in Biomedical Engineering
1816,IBEHS 3X03 ,Experiential Placement
1817,IBEHS 4A03,Biomedical Control Systems
1818,IBEHS 4B03,Biomechanics
1819,IBEHS 4D03,Introduction to Medical Imaging
1820,IBEHS 4E09 ,"Health, Engineering Science and Entrepreneurship Thesis"
1821,IBEHS 4EE6 ,Innovators in Scrubs
1822,IBEHS 4F04,Biomedical Instrumentation and Measurement
1823,IBEHS 4H03,Research Project
1824,IBEHS 4M03,Biomaterials and Tissue Engineering
1825,IBEHS 4P04,Health Solutions Design Projects IV: Economics and Project Management
1826,IBEHS 4QZ3,Modelling of Biological Systems
1827,IBEHS 4XC3,Experimental and Computational Biomechanics
1828,IBEHS 4Y03,Applications of Chemical Engineering in Medicine
1829,IBEHS 5E15 ,"Health, Engineering Science and Entrepreneurship Thesis"
1830,IBEHS 5P06 ,Biomedical Capstone Design Project
1831,CHEMBME 5P06 ,Integrated Chemical & Biomedical Engineering Capstone Design Project
1832,CIVBME 5P06 ,Integrated Civil & Biomedical Engineering Capstone Design Project
1833,ELECBME 5P06 ,Integrated Electrical & Biomedical Engineering Capstone Design Project
1834,EPHYSBME 5P06 ,Integrated Engineering Physics & Biomedical Engineering Capstone Design Project
1835,MATLSBME 5P06 ,Integrated Materials & Biomedical Engineering Capstone Design Project
1836,MECHBME 5P06 ,Integrated Mechanical & Biomedical Engineering Capstone Design Project
1837,TRONBME 5P06 ,Integrated Mechatronics & Biomedical Engineering Capstone Design Project
1838,ISCI 1A24 ,Integrated Science I
1839,ISCI 2A18 ,Integrated Science II
1840,ISCI 3A12 ,Integrated Science III
1841,ISCI 4A12 ,Integrated Science IV
1842,ISCI 4ZF0,Integrated Science Field Work
1843,SFWRBME 5P06 ,Integrated Software & Biomedical Engineering Capstone Design Project
1844,INTENG 2A03 ,International Engagement at Home
1845,INTENG 3A03,International Engagement Capstone
1846,ENRTECH 3EM3,Transmission Lines and Electromagnetics
1847,IRH 2CS3,Communication Skills in Rehabilitation and Humanities
1848,IRH 2HI3,Rehabilitation and Humanities Inquiry I
1849,IRH 2RM3,Evidence-based Rehabilitation and Measurement Theory for Rehabilitation
1850,IRH 2ST3,Introduction to Statistics for Rehabilitation Science
1851,IRH 3EF3,Experiential-Focused Practicum
1852,IRH 3HI3,Rehabilitation and Humanities Inquiry II
1853,IRH 3TR3,Selected Topics in Rehabilitation and Humanities
1854,IRH 3UD3,Understanding Disability
1855,IRH 4ER3,Entrepreneurship and Commercialization in Health and Rehabilitation
1856,IRH 4HI3,Rehabilitation and Humanities Inquiry III
1857,IRH 4IR3,Innovations in Rehabilitation
1858,IRH 4RT6,Research Thesis Project
1859,ITALIAN 1A03,Intermediate Italian I
1860,ITALIAN 1AA3,Intermediate Italian II
1861,ITALIAN 1Z06 ,Beginner’s Intensive Italian
1862,ITALIAN 2Z03,Intermediate Italian I
1863,ITALIAN 2ZZ3,Intermediate Italian II
1864,ITALIAN 3X03,Italy Today Through Film (Taught in English)
1865,ITALIAN 4II3 ,Independent Study
1866,JAPANESE 1Z06 ,Beginner’s Intensive Japanese
1867,JAPANESE 2X03,Japanese Anime (Taught in English)
1868,JAPANESE 2Z03,Intermediate Intensive Japanese I
1869,JAPANESE 2ZZ3,Intermediate Intensive Japanese II
1870,KINESIOL 1A03,Human Anatomy and Physiology I
1871,KINESIOL 1AA3,Human Anatomy and Physiology II
1872,KINESIOL 1ED3,"Equity, Diversity, and Inclusion in Physical Activity"
1873,KINESIOL 1F03,Human Nutrition and Health
1874,KINESIOL 1K03,Foundations in Kinesiology
1875,KINESIOL 1Y03,Human Anatomy and Physiology I
1876,KINESIOL 1YY3,Human Anatomy and Physiology II
1877,KINESIOL 2A03,Biomechanics
1878,KINESIOL 2C03,Neuromuscular Exercise Physiology
1879,KINESIOL 2CC3,Cardiorespiratory and Metabolic Exercise Physiology
1880,KINESIOL 2E03,Musculoskeletal Anatomy
1881,KINESIOL 2F03,"Growth, Maturation and Physical Activity in Children and Youth"
1882,KINESIOL 2G03,Health Psychology
1883,KINESIOL 2MC3,Motor Control and Learning
1884,KINESIOL 2Y03,Human Anatomy and Physiology I
1885,KINESIOL 2YY3,Human Anatomy and Physiology II
1886,KINESIOL 3AA3,Biomechanics II
1887,KINESIOL 3B03,Adapted Physical Activity
1888,KINESIOL 3E03,Neural Control of Human Movement
1889,KINESIOL 3F03,Athletic Training & Conditioning
1890,KINESIOL 3H03,Exercise Psychology
1891,KINESIOL 3HN3,Human Neurophysiology
1892,KINESIOL 3K03,Sports Injuries
1893,KINESIOL 3L03,Exercise Testing and Prescription
1894,KINESIOL 3N03,Ergonomics I: Workplace Injury Risk Assessment
1895,KINESIOL 3Q03,Motor Development Across the Lifespan
1896,KINESIOL 3RM3,Research Methodologies and Data Analysis in Kinesiology
1897,KINESIOL 3RP3,Kinesiology Research Practicum
1898,KINESIOL 3U03,Human Growth and Maturation
1899,KINESIOL 3V03,Sport Psychology
1900,KINESIOL 3W03,Cardiovascular Physiology of Exercise
1901,KINESIOL 3Y03,Human Nutrition and Metabolism
1902,KINESIOL 3Z03,Neuromuscular Plasticity in Health and Disease
1903,KINESIOL 4A03,Advanced Biomechanics
1904,KINESIOL 4AA3,Applied Biomechanics
1905,KINESIOL 4B03,Cardiovascular Disease: Pathophysiology and Rehabilitation
1906,KINESIOL 4C03,Integrative Exercise Physiology
1907,KINESIOL 4D03,"Psychophysiology of Healthy, Active Living"
1908,KINESIOL 4EE3,Professional Placement in Kinesiology
1909,KINESIOL 4GG3,Clinical Biomechanics
1910,KINESIOL 4H03,Physical Activity Behaviour Change
1911,KINESIOL 4IE3,Innovation and Entrepreneurship in Kinesiology
1912,KINESIOL 4J03,Functional Anatomy
1913,KINESIOL 4KK3,Fundamentals of Rehabilitation
1914,KINESIOL 4Q03,Paediatric Exercise Physiology
1915,KINESIOL 4RR6 ,Thesis
1916,KINESIOL 4RR9 ,Thesis
1917,KINESIOL 4S03,Exercise as Medicine
1918,KINESIOL 4SS3,Human Aging: Biological and Lifestyle Influences
1919,KINESIOL 4TT3,Neurorehabilitation and Robotics
1920,KINESIOL 4UU3,Selected Topics in Kinesiology I
1921,KINESIOL 4VV3,Selected Topics in Kinesiology II
1922,KINESIOL 4W03,Exploring Movement and Posture
1923,KINESIOL 4Y03,Cognitive Neuroscience of Exercise
1924,KINESIOL 4Z03,Scientific Computing and Wearable Technology
1925,KOREAN 1Z03,Introductory Korean I
1926,KOREAN 1ZZ3,Introductory Korean II
1927,KOREAN 2X03,Korean Pop-Culture (Taught in English)
1928,LABRST,- (See WORKLABR)
1929,LATIN 1Z03,Beginner’s Intensive Latin I
1930,LATIN 1ZZ3,Beginner’s Intensive Latin II
1931,LATIN 2A03,Intermediate Latin I
1932,LATIN 2AA3,Intermediate Latin II
1933,LATIN 3AA3,Latin Prose
1934,LATIN 3BB3,Topics in Latin Literature
1935,LATIN 3H03,Topics in Latin Poetry
1936,LATIN 4T03,Independent Study in Latin
1937,LATAM 2A03,Introduction to Latin American and Latinx Studies
1938,LATAM 3A03,Critical Contemporary Issues in Latin American and Latinx Studies
1939,LIFESCI 1D03,Medical Imaging Physics
1940,LIFESCI 2A03,Research Methods in Life Sciences
1941,LIFESCI 2BP3,Biophysics of the Cell and Living Organisms
1942,LIFESCI 2CC3,Fundamentals of Neuroscience
1943,LIFESCI 2D03,Behavioural Processes
1944,LIFESCI 2L03,Living Systems Laboratory
1945,LIFESCI 2N03,Human Nutrition for Life Sciences
1946,LIFESCI 2X03,Environmental Change and Human Health
1947,LIFESCI 3AA3,Human Pathophysiology
1948,LIFESCI 3BB3,Neurobiology of Disease
1949,LIFESCI 3BM3,Implanted Biomaterials
1950,LIFESCI 3BP3,Modelling Life
1951,LIFESCI 3E03,Reproductive Endocrinology
1952,LIFESCI 3EP3,Life Sciences Applied Placement
1953,LIFESCI 3G03,Introduction to Epidemiology
1954,LIFESCI 3J03,Human Biomechanics
1955,LIFESCI 3K03,Neural Control of Human Movement
1956,LIFESCI 3L03,Laboratory Methods in Life Sciences
1957,LIFESCI 3LA3,Introduction to Data Science
1958,LIFESCI 3LL3,Living Systems Laboratory Practicum
1959,LIFESCI 3LX3,Applied Biostatistics and Scientific Writing
1960,LIFESCI 3M03,Cellular Dynamics in Health and Disease
1961,LIFESCI 3N03,Human Nutritional Toxicology
1962,LIFESCI 3P03,Communicating Science for Public Audiences
1963,LIFESCI 3PP3,Communicating Science for Professional Audiences
1964,LIFESCI 3Q03,Global Human Health and Disease
1965,LIFESCI 3RC3,Radioisotopes in Medicine
1966,LIFESCI 3RP3,Life Sciences Research Practicum
1967,LIFESCI 3W03,Genetic and Epigenetic Determinants of Health: Role in Health Disparity
1968,LIFESCI 3XX3,Peer Mentoring
1969,LIFESCI 3Z03,Life Sciences Inquiry
1970,LIFESCI 4A03,Independent Study
1971,LIFESCI 4B09 ,Independent Project
1972,LIFESCI 4C12 ,Independent Thesis
1973,LIFESCI 4CM3,Foundations of Disease States Inquiry Lab
1974,LIFESCI 4D15 ,Independent Thesis
1975,LIFESCI 4DD3,Racism & Health Inequities in Science & Health Care
1976,LIFESCI 4E03,Science & Storytelling
1977,LIFESCI 4EP6 ,Life Sciences Advanced Placement
1978,LIFESCI 4F03,Emerging Paradigms in Environmental Change and Health
1979,LIFESCI 4H03,Regeneration: What Can We Learn from Animal Models?
1980,LIFESCI 4I03,Research Seminar
1981,LIFESCI 4J03,Science Communication in the Media
1982,LIFESCI 4L03,Our Invisible Body: Microbes and Human Health
1983,LIFESCI 4M03,Research Seminar
1984,LIFESCI 4N03,Research Seminar
1985,LIFESCI 4O03,Research Seminar
1986,LIFESCI 4P03,Ancient Scientific Literature
1987,LIFESCI 4Q03,Research Seminar
1988,LIFESCI 4U03,Mechanisms of Disease
1989,LIFESCI 4W03,Advanced Topics in Nutrition
1990,LIFESCI 4X03,The Biopsychology of Sex
1991,LIFESCI 4XX3,The Synapse
1992,LIFESCI 4Y03,Applied Biomechanics
1993,LIFESCI 4Z03,Advanced Inquiry in the Life Sciences
1994,LINGUIST 1A03,"Introduction to Linguistics: Speaking, Signing and Hearing"
1995,LINGUIST 1AA3,"Introduction to Linguistics: Words, Sentences and Meaning"
1996,LINGUIST 1E03,Introduction to English Linguistics I
1997,LINGUIST 1EE3,Introduction to English Linguistics II
1998,LINGUIST 1Z03,Structure of Modern English I
1999,LINGUIST 1ZZ3,Structure of Modern English II
2000,LINGUIST 2D03,Research Methods
2001,LINGUIST 2DD3,Statistics for Language Research
2002,LINGUIST 2E03,The Nature of Texts: From Slang to Formal Discourse
2003,LINGUIST 2FL3,Introduction to Forensic Linguistics
2004,LINGUIST 2L03,Phonetics
2005,LINGUIST 2LC3,Historical Linguistics: Language Evolution and Change
2006,LINGUIST 2LL3,Languages of the World and Linguistic Universals
2007,LINGUIST 2PH3,Phonology
2008,LINGUIST 2PS3,Psycholinguistics
2009,LINGUIST 2RP3 ,Individual Practicum in Indigenous Language Revitalization
2010,LINGUIST 2S03,Language and Society
2011,LINGUIST 2SL3,Introduction to American Sign Language
2012,LINGUIST 2SY3,Syntax
2013,LINGUIST 3AA3,Applied Linguistics
2014,LINGUIST 3AS3,Language and Communication in Autism Spectrum Disorder
2015,LINGUIST 3C03,Child Language Acquisition
2016,LINGUIST 3DS3,ASL & Deaf Studies
2017,LINGUIST 3E03,Teaching English as a Second Language (ESL)
2018,LINGUIST 3F03,"Anatomy and Physiology for Speech, Language and Hearing"
2019,LINGUIST 3II3,Semantics
2020,LINGUIST 3LA3,Introduction to Second Language Acquisition
2021,LINGUIST 3M03,Morphology
2022,LINGUIST 3NL3,Cognitive Neuroscience of Language
2023,LINGUIST 3P03,Pragmatics
2024,LINGUIST 3PG3,Introduction to Programming for Linguistics
2025,LINGUIST 3RP3 ,Individual Research Practicum
2026,LINGUIST 3SL3,Intermediate American Sign Language
2027,LINGUIST 3TT3,Perspectives on Translation
2028,LINGUIST 3WC3,Writing about Science
2029,LINGUIST 4AS3,Topics in Advanced Semantics
2030,LINGUIST 4BP3,Bilingual Phonology
2031,LINGUIST 4D03,Computers and Linguistic Analysis
2032,LINGUIST 4EL3,Laboratory in Experimental Linguistics
2033,LINGUIST 4G03,"Language, Sex and Gender"
2034,LINGUIST 4HL3,Heritage Languages in the Hamilton Diaspora
2035,LINGUIST 4II3 ,Independent Study
2036,LINGUIST 4LB3,Advanced Phonetics and Phonology
2037,LINGUIST 4LC3,Advanced Syntax and its Interfaces
2038,LINGUIST 4LX3,The Structure of X
2039,LINGUIST 4NN3,Cognitive Neurolinguistics Laboratory
2040,LINGUIST 4PL3,Advanced Programming for Linguistics
2041,LINGUIST 4R03,Cross-Cultural Communication
2042,LINGUIST 4S03,Interpersonal Communication
2043,LINGUIST 4SL3,SLP Practicum
2044,LINGUIST 4SS3,Seminar in Sociolinguistics
2045,LINGUIST 4TP3,Teaching Practicum for Linguists
2046,LINGUIST 4XX3,Topics in Linguistic Theory
2047,LINGUIST 4Y06 ,Honours Thesis
2048,STEP 1SP0,Summer Transition English Prep
2049,MANTECH 3LS3,Quality Control and Assurance Methods
2050,MANTECH 3MF3,Micro Manufacturing and Fabrication
2051,MANTECH 4FM3,CIM and Flexible Manufacturing
2052,MANTECH 4MM3,Design and Manufacturing of Machine Elements
2053,MANTECH 4PD3,Senior Engineering Design Project
2054,MANTECH 4PM3,Production Management
2055,MANTECH 4RM3,Robot Mechanics and Mechatronics
2056,MATLS 2A04,Introduction to Materials Engineering
2057,MATLS 2B03,Introduction to the Thermodynamics of Materials
2058,MATLS 2D03,Thermodynamics of Alloys and Phase Diagrams
2059,MATLS 2Q03,Electronic Properties of Materials
